PetID,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID
2151,Cat,9,Domestic Short Hair,None,Male,Black,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,2740526
2152,Dog,1,Mixed Breed,None,Male,Black,None,None,Small,Short,No,No,No,Healthy,1,0,Selangor,9698931
2153,Dog,2,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,4446204
2154,Dog,24,Mixed Breed,None,Female,Brown,Cream,White,Medium,Medium,Yes,Yes,Yes,Healthy,2,0,Selangor,6191517
2155,Cat,2,Domestic Short Hair,None,Female,Black,Gray,White,Medium,Short,Yes,Yes,No,Healthy,2,0,Kuala Lumpur,9038704
2156,Cat,3,Siamese,None,Male,Black,White,None,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,3198554
2157,Cat,5,Russian Blue,Domestic Short Hair,Male,Gray,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,150,Selangor,9631299
2158,Dog,1,Mixed Breed,Mixed Breed,Female,Brown,White,None,Medium,Short,No,Not Sure,No,Healthy,1,0,Selangor,3312773
2159,Dog,1,Mixed Breed,None,Male,Black,Brown,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,2769684
2160,Cat,5,Maine Coon,Siamese,Male,Black,White,None,Large,Medium,No,Yes,No,Healthy,1,50,Selangor,7837917
2161,Cat,1,Domestic Short Hair,None,Mixed,Black,Golden,White,Small,Short,No,No,No,Healthy,2,0,Selangor,7570599
2162,Dog,6,Mixed Breed,None,Female,Brown,None,None,Large,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,71067
2163,Cat,0,Domestic Short Hair,None,Mixed,Black,Brown,Gray,Small,Short,Yes,Yes,Yes,Healthy,5,0,Selangor,3911448
2164,Dog,4,German Shepherd Dog,Mixed Breed,Female,Black,Brown,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,3847094
2165,Cat,4,Domestic Medium Hair,Munchkin,Mixed,White,None,None,Large,Medium,Yes,Yes,Yes,Healthy,2,100,Kelantan,2821873
2166,Cat,2,Domestic Short Hair,None,Male,Black,Brown,White,Small,Short,No,No,No,Minor Injury,1,0,Johor,9010036
2167,Cat,0,Domestic Medium Hair,Domestic Short Hair,Female,Golden,None,None,Small,Medium,No,No,No,Healthy,1,0,Selangor,7413845
2168,Dog,10,Rottweiler,None,Male,Black,None,None,Large,Short,Yes,Yes,No,Healthy,1,500,Johor,1699156
2169,Dog,12,Mixed Breed,None,Male,Brown,None,None,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,7736746
2170,Dog,48,German Shepherd Dog,None,Male,Black,Golden,None,Large,Medium,Yes,Yes,No,Healthy,1,350,Kuala Lumpur,9884330
2171,Cat,24,Tabby,None,Female,Brown,None,None,Medium,Short,Not Sure,Not Sure,Yes,Healthy,1,0,Johor,1699493
2172,Dog,1,Mixed Breed,None,Mixed,Black,Yellow,None,Small,Short,Yes,Yes,No,Healthy,3,0,Kuala Lumpur,4447853
2173,Dog,36,Australian Terrier,None,Male,Black,Golden,Gray,Small,Medium,Not Sure,Yes,No,Healthy,1,0,Kuala Lumpur,6561328
2174,Dog,52,Bull Terrier,None,Male,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,691416
2175,Dog,36,Terrier,Corgi,Female,Black,Brown,White,Small,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,7623968
2176,Cat,6,Domestic Short Hair,None,Female,Black,Gray,White,Medium,Medium,No,No,No,Healthy,1,0,Selangor,5365123
2177,Cat,2,Domestic Short Hair,None,Mixed,Cream,White,None,Small,Short,No,No,No,Healthy,4,0,Kuala Lumpur,7888804
2178,Dog,3,Mixed Breed,None,Male,Black,White,None,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,2634936
2179,Dog,2,Mixed Breed,None,Male,Black,Brown,None,Medium,Short,Yes,Yes,No,Healthy,1,50,Pulau Pinang,2163714
2180,Cat,23,Domestic Medium Hair,None,Female,Brown,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,4663556
2181,Dog,1,Mixed Breed,None,Female,Black,White,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,1478474
2182,Cat,36,Persian,None,Female,Brown,Yellow,None,Medium,Long,Yes,Yes,Yes,Healthy,1,350,Kuala Lumpur,902538
2183,Dog,2,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,4139382
2184,Cat,1,Domestic Short Hair,None,Mixed,Black,Brown,Cream,Medium,Short,No,Yes,No,Healthy,4,0,Selangor,7562105
2185,Cat,1,Domestic Short Hair,None,Male,Yellow,Cream,None,Small,Short,No,Yes,No,Healthy,1,0,Selangor,8652870
2186,Dog,54,Shih Tzu,None,Female,White,None,None,Small,Long,Yes,Yes,Not Sure,Healthy,1,180,Negeri Sembilan,8130834
2187,Dog,4,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Yes,Yes,Yes,Healthy,1,50,Selangor,7610933
2188,Dog,1,Mixed Breed,None,Male,Black,Gray,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,9221855
2189,Cat,4,Domestic Medium Hair,None,Male,Golden,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,975055
2190,Cat,1,Domestic Medium Hair,None,Female,Black,Gray,None,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,4074605
2191,Cat,2,Domestic Short Hair,None,Female,Brown,Yellow,White,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,8173557
2192,Dog,48,Mixed Breed,None,Male,Black,Brown,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Johor,817961
2193,Cat,8,Domestic Medium Hair,None,Female,Black,White,None,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,4954774
2194,Dog,2,Mixed Breed,None,Male,Cream,White,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,1012238
2195,Cat,12,Domestic Short Hair,None,Female,Black,Yellow,White,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,7053903
2196,Dog,4,Mixed Breed,None,Male,Black,Gray,White,Medium,Short,Yes,Yes,Yes,Healthy,1,200,Kuala Lumpur,9389872
2197,Cat,3,Burmese,Manx,Male,Black,White,None,Medium,Medium,Yes,No,No,Healthy,1,15,Selangor,6266423
2198,Dog,1,Terrier,Mixed Breed,Female,Black,Golden,None,Medium,Short,No,No,No,Healthy,1,50,Selangor,1742745
2199,Dog,12,Mixed Breed,None,Male,Black,White,None,Medium,Medium,Yes,Yes,Yes,Minor Injury,1,0,Pulau Pinang,9643620
2200,Cat,14,Domestic Short Hair,None,Male,Brown,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,6344064
2201,Dog,2,Mixed Breed,None,Male,Black,Gray,White,Small,Short,No,No,No,Healthy,3,0,Johor,7908276
2202,Dog,1,Mixed Breed,Mixed Breed,Mixed,Cream,None,None,Medium,Medium,No,No,No,Healthy,2,0,Pulau Pinang,6964405
2203,Cat,2,Oriental Short Hair,None,Female,Gray,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,2229569
2204,Cat,2,Domestic Medium Hair,None,Male,Cream,None,None,Medium,Medium,No,No,No,Healthy,1,0,Pulau Pinang,1225671
2205,Dog,1,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,4424025
2206,Dog,4,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,8186030
2207,Cat,9,Domestic Medium Hair,Persian,Female,Cream,White,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,5717916
2208,Dog,6,Pit Bull Terrier,None,Female,Black,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,5516465
2209,Dog,12,Mixed Breed,None,Male,Black,White,None,Medium,Medium,Not Sure,Not Sure,Not Sure,Minor Injury,1,0,Kuala Lumpur,216236
2210,Dog,8,Doberman Pinscher,Mixed Breed,Male,Brown,None,None,Large,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,7800483
2211,Dog,3,Mixed Breed,Mixed Breed,Male,Cream,White,None,Medium,Short,No,No,No,Healthy,1,80,Selangor,9467841
2212,Dog,4,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,2074799
2213,Cat,2,Domestic Short Hair,None,Male,Black,None,None,Small,Short,No,Yes,No,Healthy,1,0,Selangor,2607355
2214,Cat,4,Domestic Short Hair,None,Male,Black,White,None,Small,Short,Yes,Yes,No,Healthy,2,0,Melaka,9453502
2215,Cat,6,Domestic Short Hair,None,Female,Gray,None,None,Small,Short,No,Yes,No,Healthy,1,0,Selangor,5105535
2216,Dog,7,Mixed Breed,German Shepherd Dog,Female,Black,Brown,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Johor,2460970
2217,Cat,2,Domestic Short Hair,None,Male,Gray,None,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,4872186
2218,Dog,3,Miniature Pinscher,Mixed Breed,Male,Brown,None,None,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,7036976
2219,Dog,2,Mixed Breed,Mixed Breed,Female,Brown,None,None,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,6945729
2220,Cat,4,Domestic Short Hair,None,Female,Black,Gray,None,Small,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,7831456
2221,Cat,10,Domestic Short Hair,None,Male,Brown,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,100,Kuala Lumpur,1443970
2222,Dog,7,Pug,None,Female,Brown,Cream,None,Medium,Short,Yes,Yes,Yes,Healthy,1,1,Kuala Lumpur,5002962
2223,Dog,2,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,9308642
2224,Dog,12,Mixed Breed,None,Female,White,None,None,Large,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,2733367
2225,Cat,12,Domestic Medium Hair,None,Female,Brown,None,None,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,8120365
2226,Dog,12,Mixed Breed,Dalmatian,Female,Black,White,None,Large,Short,Yes,No,Yes,Healthy,1,0,Kuala Lumpur,4585376
2227,Dog,12,Mixed Breed,None,Male,Brown,Cream,White,Medium,Medium,No,No,No,Healthy,1,0,Selangor,1189666
2228,Dog,2,Mixed Breed,None,Male,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,2819944
2229,Cat,3,Domestic Short Hair,None,Male,Gray,White,None,Small,Short,No,No,No,Healthy,1,0,Selangor,2346296
2230,Dog,7,Mixed Breed,Mixed Breed,Male,Black,Brown,Yellow,Medium,Short,Yes,Yes,Not Sure,Healthy,1,0,Johor,9273426
2231,Cat,3,Domestic Medium Hair,None,Female,Black,White,None,Medium,Medium,No,No,Not Sure,Healthy,1,0,Selangor,1193301
2232,Dog,1,Mixed Breed,None,Male,Black,White,None,Medium,Short,No,No,No,Healthy,1,50,Selangor,6759753
2233,Dog,1,Mixed Breed,None,Male,Cream,None,None,Small,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,3906323
2234,Dog,1,Mixed Breed,Mixed Breed,Female,Black,Brown,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,8921085
2235,Dog,4,Mixed Breed,None,Female,Black,Brown,None,Medium,Short,Yes,Yes,No,Healthy,3,0,Kuala Lumpur,8167168
2236,Cat,1,Domestic Short Hair,None,Mixed,Black,Brown,Golden,Medium,Short,No,No,No,Healthy,2,0,Selangor,2309978
2237,Dog,24,Pekingese,None,Male,Brown,None,None,Medium,Long,Yes,Yes,No,Healthy,1,400,Selangor,6807100
2238,Cat,7,Domestic Short Hair,None,Female,Brown,White,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,5860100
2239,Cat,2,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Brown,White,Small,Short,Yes,Yes,No,Healthy,2,0,Negeri Sembilan,5202396
2240,Dog,2,Mixed Breed,None,Male,Black,None,None,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,2837472
2241,Cat,0,Domestic Short Hair,None,Mixed,Black,Brown,White,Large,Short,No,No,No,Healthy,6,0,Kuala Lumpur,4963200
2242,Dog,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Medium,No,Yes,No,Healthy,5,0,Selangor,8824923
2243,Cat,2,Domestic Short Hair,None,Female,Black,Brown,None,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,7577064
2244,Cat,4,Calico,Domestic Medium Hair,Female,Brown,Yellow,White,Medium,Medium,Yes,Yes,No,Healthy,1,150,Selangor,389718
2245,Dog,2,Mixed Breed,None,Female,Brown,None,None,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Melaka,6775341
2246,Dog,14,Mixed Breed,Shepherd,Female,Brown,None,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,8443412
2247,Dog,24,Poodle,None,Male,Cream,None,None,Small,Short,Yes,Yes,Not Sure,Healthy,1,600,Selangor,8003904
2248,Cat,42,Domestic Short Hair,None,Female,Black,Yellow,White,Small,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,2344868
2249,Dog,2,Mixed Breed,Doberman Pinscher,Female,Black,Brown,None,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,1620127
2250,Dog,6,Mixed Breed,None,Male,Brown,White,None,Small,Short,Yes,Yes,No,Healthy,1,0,Pulau Pinang,6876500
2251,Dog,15,Mixed Breed,None,Female,Black,Brown,White,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,3166426
2252,Cat,1,Domestic Short Hair,None,Mixed,Black,Brown,None,Small,Short,No,No,No,Healthy,2,0,Kuala Lumpur,9171226
2253,Cat,4,Domestic Medium Hair,None,Male,Black,Gray,White,Medium,Medium,No,No,No,Healthy,1,0,Selangor,6877904
2254,Dog,42,Golden Retriever,None,Female,Yellow,None,None,Medium,Long,No,No,Yes,Minor Injury,1,0,Selangor,8014195
2255,Dog,1,Golden Retriever,Mixed Breed,Female,Yellow,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,1645548
2256,Cat,6,Siamese,None,Female,Brown,None,None,Medium,Short,No,Yes,No,Healthy,1,100,Kuala Lumpur,7537871
2257,Dog,36,Labrador Retriever,None,Female,Black,None,None,Large,Medium,Not Sure,Not Sure,Yes,Healthy,1,0,Selangor,4615615
2258,Cat,1,Domestic Short Hair,None,Female,Black,Gray,White,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,4349084
2259,Cat,1,Domestic Medium Hair,None,Female,Yellow,None,None,Small,Medium,No,No,No,Healthy,1,0,Selangor,3961593
2260,Cat,1,Domestic Short Hair,None,Female,Yellow,None,None,Medium,Short,No,No,No,Healthy,1,0,Kedah,7954419
2261,Dog,2,Mixed Breed,None,Male,Black,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,5408441
2262,Cat,6,Persian,Domestic Medium Hair,Male,Black,White,None,Large,Medium,No,Yes,No,Healthy,1,0,Selangor,4778589
2263,Cat,120,Domestic Short Hair,None,Female,Black,None,None,Small,Short,Not Sure,Not Sure,Yes,Healthy,1,0,Kuala Lumpur,6334475
2264,Dog,2,Toy Fox Terrier,Mixed Breed,Female,Black,Brown,None,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,4659083
2265,Dog,2,Mixed Breed,Mixed Breed,Mixed,Black,White,None,Medium,Medium,Yes,Yes,Not Sure,Healthy,2,0,Melaka,8956247
2266,Cat,3,Domestic Short Hair,None,Mixed,Yellow,None,None,Small,Short,No,No,No,Healthy,2,0,Selangor,3540691
2267,Dog,10,Doberman Pinscher,None,Male,Black,Brown,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,9470627
2268,Cat,4,Domestic Medium Hair,None,Female,Black,Gray,White,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,6009908
2269,Cat,1,Persian,Domestic Long Hair,Female,Golden,Cream,None,Medium,Long,No,Yes,No,Healthy,1,150,Selangor,181331
2270,Cat,12,Tabby,None,Female,Gray,White,None,Large,Short,Not Sure,Yes,Yes,Healthy,6,0,Selangor,8555625
2271,Dog,2,Mixed Breed,Mixed Breed,Male,Black,Brown,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,5388715
2272,Dog,2,Mixed Breed,None,Male,Black,None,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,3402812
2273,Cat,1,Domestic Medium Hair,None,Mixed,Golden,White,None,Small,Medium,No,No,No,Healthy,5,0,Selangor,1098433
2274,Cat,18,Siamese,None,Female,Brown,None,None,Medium,Short,No,Yes,Yes,Healthy,1,200,Kuala Lumpur,4691192
2275,Dog,3,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,No,No,No,Healthy,1,0,Pulau Pinang,6884181
2276,Dog,18,Mixed Breed,None,Male,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,1782886
2277,Dog,72,French Bulldog,None,Female,White,None,None,Medium,Short,Yes,Yes,No,Healthy,1,100,Pulau Pinang,8307944
2278,Dog,0,Mixed Breed,Mixed Breed,Female,Black,White,None,Medium,Short,No,No,No,Healthy,1,0,Johor,158166
2279,Cat,3,American Shorthair,British Shorthair,Female,Black,Golden,White,Large,Short,No,No,No,Healthy,3,0,Selangor,6032541
2280,Dog,5,Mixed Breed,Mixed Breed,Female,Black,White,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,4805583
2281,Dog,18,Pit Bull Terrier,None,Male,Gray,None,None,Medium,Short,Yes,Yes,No,Healthy,1,10,Selangor,1509826
2282,Dog,5,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,7448861
2283,Dog,3,Mixed Breed,None,Male,Brown,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,1,Perak,1593427
2284,Dog,1,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,8686145
2285,Cat,1,Domestic Medium Hair,None,Mixed,Black,Golden,None,Small,Medium,Yes,No,No,Healthy,2,0,Selangor,9859632
2286,Dog,2,Mixed Breed,None,Male,Black,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,1771050
2287,Cat,4,Domestic Short Hair,None,Male,Black,Yellow,White,Small,Short,No,No,No,Healthy,2,0,Kuala Lumpur,6151785
2288,Cat,3,Domestic Short Hair,Domestic Short Hair,Mixed,Yellow,Gray,White,Small,Short,No,Yes,No,Healthy,3,0,Selangor,6521940
2289,Cat,4,Bengal,Bengal,Female,Black,Gray,White,Small,Short,No,Yes,No,Healthy,1,250,Selangor,183761
2290,Dog,1,Mixed Breed,None,Female,Brown,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,6327186
2291,Dog,24,Beagle,None,Male,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,1,300,Selangor,4346197
2292,Cat,4,Norwegian Forest Cat,Silver,Female,Cream,Gray,White,Medium,Long,Not Sure,Not Sure,No,Healthy,1,0,Kuala Lumpur,2087927
2293,Cat,4,Domestic Short Hair,None,Male,Gray,None,None,Medium,Short,No,No,No,Healthy,2,0,Selangor,4031749
2294,Cat,5,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Golden,White,Medium,Short,No,No,No,Healthy,3,0,Selangor,6394573
2295,Cat,10,Domestic Short Hair,None,Male,Black,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,100,Kuala Lumpur,2470377
2296,Dog,24,Mixed Breed,None,Female,White,None,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,6162731
2297,Cat,17,Domestic Medium Hair,None,Female,White,None,None,Large,Medium,Not Sure,Not Sure,No,Healthy,1,25,Johor,9981774
2298,Cat,2,Domestic Short Hair,None,Female,Cream,White,None,Small,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,847388
2299,Cat,2,Domestic Short Hair,None,Male,Gray,White,None,Medium,Short,No,No,No,Healthy,1,0,Selangor,9137777
2300,Cat,72,Domestic Short Hair,None,Female,Black,White,None,Small,Short,Yes,Yes,Yes,Healthy,1,0,Johor,9013905
2301,Cat,36,Domestic Short Hair,None,Male,Brown,None,None,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,253386
2302,Cat,3,Domestic Short Hair,Persian,Male,Black,Gray,White,Large,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,4143532
2303,Dog,21,German Shepherd Dog,Husky,Male,Black,White,None,Large,Medium,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,7694919
2304,Dog,12,Mixed Breed,None,Female,Cream,None,None,Medium,Short,No,Yes,Yes,Healthy,1,0,Johor,1806347
2305,Dog,3,Mixed Breed,Mixed Breed,Female,Black,Brown,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,1984096
2306,Dog,2,Mixed Breed,None,Male,Brown,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,8354160
2307,Cat,5,Domestic Short Hair,Domestic Short Hair,Male,Black,Gray,White,Medium,Medium,Yes,Yes,No,Healthy,2,0,Selangor,1880668
2308,Dog,2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Short,No,No,No,Healthy,6,0,Selangor,1805279
2309,Dog,1,Mixed Breed,Mixed Breed,Mixed,Brown,None,None,Medium,Medium,No,No,No,Healthy,2,0,Pulau Pinang,668699
2310,Dog,4,Mixed Breed,None,Male,Black,None,None,Medium,Medium,No,No,No,Minor Injury,1,0,Kuala Lumpur,9081534
2311,Cat,5,Domestic Long Hair,None,Mixed,Brown,Cream,Gray,Medium,Long,No,No,No,Healthy,3,0,Selangor,4905389
2312,Cat,4,Domestic Short Hair,Domestic Medium Hair,Female,Black,Brown,White,Medium,Medium,No,Yes,No,Healthy,1,65,Selangor,5524112
2313,Dog,1,Mixed Breed,None,Mixed,Black,Brown,White,Medium,Medium,No,No,No,Healthy,9,0,Selangor,5390876
2314,Dog,1,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,3,0,Selangor,1018037
2315,Cat,6,Domestic Short Hair,Domestic Short Hair,Mixed,Gray,White,None,Medium,Short,No,No,No,Healthy,2,0,Selangor,6041765
2316,Cat,1,Domestic Short Hair,None,Mixed,Brown,Golden,None,Small,Short,No,No,No,Healthy,4,0,Selangor,291927
2317,Dog,15,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,No,Yes,Yes,Healthy,1,0,Melaka,9166022
2318,Dog,5,Mixed Breed,Mixed Breed,Female,Yellow,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,6907177
2319,Cat,2,Tortoiseshell,Domestic Short Hair,Female,Brown,Golden,Cream,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,6849636
2320,Cat,3,Domestic Short Hair,None,Female,Black,Golden,Gray,Small,Short,No,No,No,Healthy,1,0,Selangor,7663112
2321,Dog,2,Mixed Breed,None,Female,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,3,0,Selangor,8401744
2322,Dog,1,Mixed Breed,None,Male,Black,White,None,Medium,Medium,No,No,No,Healthy,1,0,Selangor,5629319
2323,Dog,2,Mixed Breed,None,Female,Brown,Golden,Cream,Medium,Medium,No,No,No,Healthy,3,0,Selangor,9168043
2324,Dog,11,Mixed Breed,None,Female,Black,None,None,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,4931265
2325,Dog,24,Boston Terrier,None,Female,Black,White,None,Small,Short,Yes,Yes,Yes,Healthy,1,350,Johor,1496070
2326,Dog,2,Mixed Breed,None,Male,Brown,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,9623506
2327,Dog,2,Mixed Breed,None,Female,Brown,None,None,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,930615
2328,Dog,6,Mixed Breed,Mixed Breed,Male,Brown,Yellow,None,Medium,Medium,Yes,Yes,Yes,Healthy,2,0,Selangor,2799910
2329,Dog,2,Mixed Breed,None,Female,Black,White,None,Small,Short,No,Yes,No,Healthy,1,0,Selangor,5909156
2330,Cat,12,Domestic Short Hair,None,Female,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,1,100,Selangor,1244793
2331,Dog,2,Mixed Breed,None,Female,Black,None,None,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,5068146
2332,Dog,4,Mixed Breed,Mixed Breed,Female,Black,None,None,Medium,Medium,Yes,Yes,No,Healthy,1,150,Selangor,8607466
2333,Cat,2,Domestic Short Hair,None,Female,Gray,White,None,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,8116143
2334,Cat,18,Domestic Short Hair,None,Female,Gray,None,None,Small,Short,Yes,Not Sure,Yes,Healthy,1,30,Melaka,9424421
2335,Dog,3,Mixed Breed,None,Male,Black,White,None,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,9460643
2336,Cat,1,Domestic Short Hair,None,Female,Brown,None,None,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,9198611
2337,Cat,12,Domestic Medium Hair,None,Female,Brown,Golden,None,Small,Medium,Yes,Yes,Yes,Minor Injury,1,0,Selangor,8646508
2338,Dog,3,Mixed Breed,Jack Russell Terrier,Mixed,Black,Brown,White,Medium,Short,Yes,Yes,No,Healthy,2,200,Selangor,7752873
2339,Dog,5,Mixed Breed,None,Female,Black,White,None,Medium,Long,Yes,Yes,No,Healthy,2,1,Selangor,9296128
2340,Cat,3,Oriental Short Hair,Oriental Short Hair,Mixed,Black,Golden,White,Small,Short,No,No,No,Healthy,3,0,Kuala Lumpur,3062977
2341,Dog,2,Mixed Breed,None,Male,Black,Brown,White,Medium,Short,Yes,Yes,Not Sure,Healthy,1,0,Kuala Lumpur,5161828
2342,Dog,36,Shih Tzu,None,Male,Cream,None,None,Medium,Short,Yes,Yes,Not Sure,Healthy,1,80,Perak,2134658
2343,Dog,1,Mixed Breed,None,Male,Black,Yellow,None,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,8255039
2344,Dog,12,Labrador Retriever,Mixed Breed,Male,Brown,White,None,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,3563003
2345,Cat,1,Domestic Medium Hair,None,Male,Black,Brown,White,Small,Medium,No,No,No,Healthy,1,0,Selangor,7828677
2346,Dog,24,Rottweiler,None,Male,Black,Brown,None,Large,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Johor,3020030
2347,Cat,1,Domestic Short Hair,None,Mixed,Brown,Yellow,Gray,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,3,0,Selangor,6578268
2348,Dog,24,Mixed Breed,None,Female,Cream,White,None,Medium,Short,Yes,Yes,No,Healthy,1,50,Selangor,2467291
2349,Cat,4,Domestic Short Hair,None,Male,Black,White,None,Small,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,6854361
2350,Dog,24,Spitz,Mixed Breed,Male,Brown,White,None,Medium,Long,Yes,Yes,No,Healthy,1,200,Selangor,572723
